x,y,z,type,volume
10017.118,-1413.592,0,Rod,2865.5
10209.396,1651.408,0,Cone,3418.0
10220.952,1582.952,0,MG,6134.5
3360.866,1184.032,0,Rod,3565.5
3354.062,1278.408,0,Rod,1472.0
3374.42,1420.412,0,Cone,1843.0
3618.414,2012.96,0,Rod,3078.5
3815.498,1999.746,0,MG,3631.0
4634.344,2410.908,0,Rod,3100.5
4818.36,2414.634,0,Cone,2212.0
5220.844,2323.498,0,BC,4536.0
5464.908,2245.252,0,BC,2328.0
5575.608,1967.562,0,RGC,6016.5
5630.078,2008.116,0,AC,5620.0
5863.666,1752.55,0,RGC,4060.5
6094.5,1598.72,0,MG,4635.5
6209.45,1467.662,0,Cone,3666.5
6216.902,1401.69,0,BC,2013.0
6298.658,1196.2359999999999,0,AC,4775.0
6351.524,1010.6,0,RGC,2973.5
6319.286,423.274,0,AC,5058.0
6309.836,392.24,0,AC,5037.5
6409.72,1053.622,0,Cone,4180.5
55.35,409.736,0,Rod,2099.5
10.962,411.448,0,Cone,2687.0
214.85,432.022,0,MG,3594.5
415.444,429.754,0,BC,4286.5
617.982,402.932,0,Rod,3074.5
849.734,607.992,0,AC,5403.5
885.104,3402.284,0,AC,3738.5
1187.164,3153.4139999999998,0,RGC,3237.0
1131.382,857.348,0,RGC,4747.0
1010.53,651.3,0,AC,2287.0
1208.694,868.58,0,AC,4404.0
1327.548,2967.184,0,RGC,7400.5
1470.578,2801.744,0,AC,5885.5
1578.74,2608.44,0,AC,2549.0
1470.794,1212.528,0,AC,4236.5
1409.126,1020.466,0,Rod,2667.5
1667.77,1512.86,0,RGC,6279.0
1697.956,1953.846,0,RGC,4734.5
1635.856,2331.976,0,AC,3832.5
1948.608,7018.306,0,Rod,1649.0
1895.526,6837.962,0,Rod,2857.0
1894.014,6777.714,0,Rod,2888.0
1907.784,6553.144,0,Rod,2422.5
1949.904,6397.532,0,Rod,3976.5
2018.414,6184.194,0,Rod,1534.5
2006.966,6386.948,0,Rod,5619.5
2012.258,6419.44,0,Rod,4795.5
2527.332,5599.746,0,Rod,4358.5
2632.4,5628.674,0,BC,2447.5
2608.154,5595.102,0,Rod,3814.0
2780.576,5366.104,0,Rod,2564.5
3613.014,5296.822,0,BC,3532.0
3809.774,5299.576,0,Rod,2382.5
4208.802,5389.324,0,Rod,2579.5
4610.962,5614.472,0,Rod,2901.0
4821.384,5811.394,0,AC,3609.0
5063.072,6411.178,0,BC,3673.0
5014.31,6256.97,0,BC,2390.0
